model_id,model_params_est,dtype,quantization_mode,batch_size,context_len,prompt_id,run_id,input_tokens,output_tokens,elapsed_s,tokens_per_s,avg_watts,joules_total,joules_per_token,gpu_name,driver_version,torch_version,transformers_version,error
EleutherAI/pythia-12b,11846072320,float16,none,8,256,"1,2,3,4,5,6,7,8",19,593,1024,4.1687,245.64,266.44,1090.6488,1.065087,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,8,256,"1,2,3,4,5,6,7,8",20,593,1024,4.186,244.63,263.41,1072.4063,1.047272,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,1,2048,1,21,77,128,4.2359,30.22,250.13,1050.5782,8.207642,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,1,2048,1,22,77,128,4.2345,30.23,246.15,1034.0391,8.078431,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,1,2048,1,23,77,128,4.2403,30.19,247.46,1038.4799,8.113124,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,1,2048,1,24,77,128,4.2545,30.09,244.77,1023.3986,7.995301,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,1,2048,1,25,77,128,4.2428,30.17,247.53,1039.6276,8.122091,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,2,2048,"1,2",26,158,256,5.1899,49.33,266.7,1365.4131,5.333645,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,2,2048,"1,2",27,158,256,5.1886,49.34,264.2,1364.1496,5.328709,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,2,2048,"1,2",28,158,256,5.1823,49.4,265.87,1361.7884,5.319486,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,2,2048,"1,2",29,158,256,5.1794,49.43,265.1,1357.4497,5.302538,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,2,2048,"1,2",30,158,256,5.1828,49.39,265.27,1357.6112,5.303169,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,4,2048,"1,2,3,4",31,303,512,7.4528,68.7,276.63,2040.0361,3.984445,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,4,2048,"1,2,3,4",32,303,512,7.4862,68.39,277.64,2074.304,4.051375,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,4,2048,"1,2,3,4",33,303,512,7.4666,68.57,276.76,2047.9317,3.999867,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,4,2048,"1,2,3,4",34,303,512,7.4503,68.72,281.19,2072.3773,4.047612,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,4,2048,"1,2,3,4",35,303,512,7.4869,68.39,279.29,2087.7425,4.077622,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,8,2048,"1,2,3,4,5,6,7,8",36,593,1024,12.5038,81.9,285.05,3539.6563,3.456696,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,8,2048,"1,2,3,4,5,6,7,8",37,593,1024,12.5068,81.88,283.47,3519.2669,3.436784,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,8,2048,"1,2,3,4,5,6,7,8",38,593,1024,12.516,81.82,285.22,3534.5675,3.451726,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,8,2048,"1,2,3,4,5,6,7,8",39,593,1024,12.5087,81.86,286.01,3542.7319,3.459699,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,8,2048,"1,2,3,4,5,6,7,8",40,593,1024,12.515,81.82,284.81,3529.4998,3.446777,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
